index,time,x_b,y_b,z_b,th_z,th_y,th_x,x0,y0,z0,fx0,fy0,fz0,x1,y1,z1,fx1,fy1,fz1,x2,y2,z2,fx2,fy2,fz2,x3,y3,z3,fx3,fy3,fz3
64,0.569277,0.121685,0.123329,0.4787,0.40347,-0.133318,-0.113779,0.612122,0.124411,0.2,68.721,21.0012,177.056,0.378829,0.327128,0.0497162,0,0,0,-0.130248,-0.241988,0.0232833,0,0,0,-0.149222,0.204957,-8.59881e-10,64.4822,14.7435,287.435
65,0.578313,0.126689,0.129144,0.480091,0.405588,-0.141698,-0.112209,0.612122,0.124411,0.2,61.4026,18.0379,163.831,0.393468,0.344122,0.0701944,0,0,0,-0.105856,-0.23429,0.0326488,0,0,0,-0.149222,0.204957,-8.59881e-10,49.7369,13.4672,270.847
66,0.587349,0.131986,0.135042,0.481842,0.407714,-0.152441,-0.109649,0.612122,0.124411,0.2,50.335,13.5723,145.557,0.41013,0.36407,0.0928369,0,0,0,-0.0784376,-0.224574,0.0425329,0,0,0,-0.149222,0.204957,-8.59881e-10,27.8345,11.5103,247.111
67,0.596386,0.137491,0.141008,0.483844,0.409836,-0.164743,-0.105985,0.612122,0.124411,0.2,37.6854,8.47157,125.414,0.428125,0.38656,0.116256,0,0,0,-0.049359,-0.212598,0.0520022,0,0,0,-0.149222,0.204957,-8.59881e-10,2.97078,9.25831,220.564
68,0.605422,0.143106,0.147021,0.485975,0.411915,-0.17773,-0.101033,0.612122,0.124411,0.2,25.621,3.6026,106.586,0.446764,0.411175,0.139065,0,0,0,-0.0199876,-0.198118,0.060123,0,0,0,-0.149222,0.204957,-8.59881e-10,-20.6583,7.09657,195.545
69,0.614458,0.148738,0.153063,0.48812,0.413899,-0.190589,-0.094595,0.612122,0.124411,0.2,16.3088,-0.167545,92.2526,0.465357,0.437502,0.159877,0,0,0,0.00830941,-0.180893,0.0659619,0,0,0,-0.149222,0.204957,-8.59881e-10,-38.8571,5.41049,176.391
70,0.623494,0.154316,0.159121,0.490193,0.41573,-0.202694,-0.0865161,0.612122,0.124411,0.2,11.916,-1.97184,85.5959,0.483215,0.465124,0.177304,0,0,0,0.0341649,-0.160678,0.0685852,0,0,0,-0.149222,0.204957,-8.59881e-10,-47.4296,4.58543,167.439
71,0.63253,0.159804,0.165185,0.492155,0.417368,-0.213693,-0.0767688,0.612122,0.124411,0.2,12.6461,-3.67481,88.9672,0.499713,0.493593,0.190169,0,0,0,0.0563806,-0.137368,0.0672397,0,0,0,-0.149222,0.204957,-8.59881e-10,-47.1347,2.86947,172.271
72,0.641566,0.165202,0.171244,0.494026,0.418799,-0.223453,-0.0655576,0.612122,0.124411,0.2,15.4148,-9.09163,100.557,0.514654,0.522234,0.198684,0,0,0,0.0748809,-0.111768,0.0623689,0,0,0,-0.149222,0.204957,-8.59881e-10,-45.4864,-2.65963,188.923
73,0.650602,0.17052,0.177269,0.495879,0.420033,-0.231868,-0.0533689,0.612122,0.124411,0.2,19.3989,-16.8537,117.36,0.528015,0.550281,0.203632,0,0,0,0.090048,-0.0850518,0.054905,0,0,0,-0.149222,0.204957,-8.59881e-10,-43.0957,-10.5914,212.981
74,0.659639,0.175775,0.183219,0.49782,0.421112,-0.238813,-0.0409009,0.612122,0.124411,0.2,23.8405,-25.4802,136.376,0.539774,0.576967,0.205795,0,0,0,0.102266,-0.0583968,0.0457816,0,0,0,-0.149222,0.204957,-8.59881e-10,-40.3968,-19.4246,240.019
75,0.668675,0.180985,0.18905,0.499969,0.422103,-0.244133,-0.0289556,0.612122,0.124411,0.2,27.9815,-33.4904,154.602,0.549911,0.601524,0.205955,0,0,0,0.111917,-0.0329792,0.035932,0,0,0,-0.149222,0.204957,-8.59881e-10,-37.8238,-27.6582,265.612
